area_id,area_name,spot_name,category,sub_category,best_time_slot,stay_minutes,price_range,budget_level,mood_tags,interest_tags,recommended_for,indoor_outdoor,weather_ok,lat,lng,address,official_url,source_url,short_description,tips,verification_status,last_checked_at,notes
shibuya,渋谷,不二家レストラン渋谷店,restaurant,family_restaurant,lunch|afternoon|evening,60,$,low,"casual,family",gourmet,first|second|all,indoor,TRUE,35.6598463,139.6990166,日本、〒150-0042 東京都渋谷区宇田川町２６−２ サンルイビル２F,,https://www.google.com/maps/place/?q=place_id:ChIJNfL8NKiMGGAR8ujJhoXgCu8,ファミリー向けのレストランで、デザートが豊富。,子供向けメニューも充実しているので、家族連れにおすすめ。,unverified,2025/12/17,
shibuya,渋谷,博多もつ楽渋谷店,restaurant,izakaya,evening,120,$$,medium,"casual, lively",gourmet,first|second|deepen|all,indoor,TRUE,35.6599811,139.6991576,日本、〒150-0042 東京都渋谷区宇田川町２６−３ サンルイビルB1,,https://www.google.com/maps/place/?q=place_id:ChIJl_TiM6iMGGARNj5lEvTH_tk,博多のもつ鍋を楽しめる居酒屋。,予約をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,しゃぶしゃぶ温野菜渋谷文化通り店,restaurant,しゃぶしゃぶ,lunch|evening,90,$$,medium,"relaxing,cozy",gourmet,first|second|deepen,indoor,TRUE,35.6599455,139.6990599,日本、〒150-0042 東京都渋谷区宇田川町２６−２ サンルイビル 6F,https://map.reins.co.jp/onyasai/detail/362775029,https://maps.google.com/?cid=3729407955363354348,しゃぶしゃぶを楽しめる温かい雰囲気のレストラン。,予約をするとスムーズに入店できます。,unverified,2025/12/17,
shibuya,渋谷,The Smash Scramble,activity,sports,anytime,120,$,low,"fun, energetic",sport,all,indoor,TRUE,35.6601302,139.6990917,日本、〒150-0042 東京都渋谷区宇田川町２６−１１ 白馬ビル,https://www.instagram.com/the_smash_scramble?igsh=MTc4bTduNm4xZmd1eQ==,https://maps.google.com/?cid=17370625783126754993,A fun and energetic place to enjoy various sports activities.,Bring comfortable clothing and shoes.,unverified,2025/12/17,
shibuya,渋谷,千鳥渋谷店,restaurant,gourmet,lunch|evening,60,$$,medium,"casual, lively","gourmet, cafe",first|second|all,indoor,TRUE,35.6599592,139.6988854,日本、〒150-0042 東京都渋谷区宇田川町２６−４ Lu82ビル 3F,,https://www.google.com/maps/place/?q=place_id:ChIJD21Svc-NGGARWfckt-Q9-uM,千鳥渋谷店は、渋谷の中心に位置する人気のグルメスポットです。,予約をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,卵と私　渋谷八番街店,restaurant,cafe,anytime,60,$,low,"casual,cozy","gourmet,cafe",first|second|all,indoor,TRUE,35.6598684,139.6995424,日本、〒150-0042 東京都渋谷区宇田川町２３−３ 渋谷第一勧銀共同ビル内 グルメタウン 6F,http://www.n-rs.co.jp/brand/,https://maps.google.com/?cid=579357155963261759,卵を使った多彩なメニューが楽しめるカフェ。,人気メニューは早めに注文することをおすすめします。,unverified,2025/12/17,
shibuya,渋谷,渋谷ハイボールバー,bar,highball,evening|night,120,$$,medium,"relaxing,fun","gourmet,music",first|second|deepen|all,indoor,TRUE,35.659959,139.6994478,日本、〒150-0042 東京都渋谷区宇田川町２３−１０ VIVEL渋谷 B1,https://highballbar-shibuya.com/,https://maps.google.com/?cid=579704579891175740,渋谷の隠れ家的ハイボールバーで、豊富な種類のハイボールを楽しめます。,混雑する時間帯を避けると、ゆっくり楽しめます。,unverified,2025/12/17,
shibuya,渋谷,マイアミガーデン渋谷センター街店,restaurant,gourmet,lunch|evening,60,$$,medium,"casual, lively","gourmet, cafe",first|second|all,indoor,TRUE,35.6602304,139.6988362,日本、〒150-0042 東京都渋谷区宇田川町２６−９ 渋谷センター街大田ビル １F,,https://www.google.com/maps/place/?q=place_id:ChIJs6ViNaiMGGAROPLlwQemwcY,多彩な料理を楽しめるカジュアルなレストラン。,ランチタイムは混雑するので、早めの訪問をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,アルパカ茶屋,cafe,tea house,afternoon|evening,60,$,low,"relaxing,cozy",cafe,first|second|all,both,TRUE,35.6600402,139.6987047,日本、〒150-0042 東京都渋谷区宇田川町２６−６,,https://maps.google.com/?cid=3533748539141276242,アルパカをテーマにしたユニークな茶屋で、リラックスした時間を過ごせます。,アルパカのぬいぐるみと一緒に写真を撮ると良い思い出になります。,unverified,2025/12/17,
shibuya,渋谷,yellow　渋谷,cafe,coffee shop,anytime,60,$$,middle,"relaxing,cozy","cafe,photography",all,indoor,TRUE,35.6600118,139.6988155,日本、〒150-0042 東京都渋谷区宇田川町２６−５ 育真ビル B1階,https://dream-on-company.com/,https://maps.google.com/?cid=3729995509505525063,渋谷の隠れ家的カフェで、落ち着いた雰囲気の中でコーヒーを楽しめます。,混雑する時間帯を避けると、よりリラックスできます。,unverified,2025/12/17,
shibuya,渋谷,桂花拉麺渋谷センター街店,restaurant,ramen,lunch|evening,60,$,low,casual,gourmet,first|second|all,indoor,TRUE,35.6602051,139.6987123,日本、〒150-0042 東京都渋谷区宇田川町２７−１,http://keika-raumen.co.jp/,https://maps.google.com/?cid=16288057366680784858,人気のラーメン店で、特に桂花ラーメンが有名です。,混雑する時間帯を避けるとスムーズに入れます。,unverified,2025/12/17,
shibuya,渋谷,横浜ラーメン　裏川島家,restaurant,ramen,lunch|evening,60,$,low,casual,gourmet,first|second|all,indoor,TRUE,35.6598451,139.6952978,日本、〒150-0044 東京都渋谷区円山町１−１９ 竹ビル １F,,https://maps.google.com/?cid=190871792841683542,横浜の人気ラーメン店で、こだわりのスープと自家製麺が楽しめます。,ランチタイムは混雑するので、早めの訪問をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,ラッキーソウル渋谷文化通り店,restaurant,korean,lunch|evening,60,$$,medium,"casual, lively",gourmet,first|second|all,indoor,TRUE,35.6601621,139.698297,日本、〒150-0042 東京都渋谷区宇田川町２８−３ いちご渋谷文化村通りビル 7F,,https://www.google.com/maps/place/?q=place_id:ChIJHxh1HMWNGGAR6MU1YSQZGPA,渋谷の文化通りに位置する韓国料理店。活気ある雰囲気で、友人との食事に最適。,ランチタイムは混雑するので、早めの訪問をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,しゃぶしゃぶレタス渋谷センター街店,restaurant,しゃぶしゃぶ,lunch|evening,60,$$,medium,"casual,relaxed",gourmet,first|second|all,indoor,TRUE,35.6602704,139.6983741,日本、〒150-0042 東京都渋谷区宇田川町２８−２ ニュー渋谷ビル 2F,https://tabelog.com/tokyo/A1303/A130301/13235160/,https://maps.google.com/?cid=7325534349115778377,しゃぶしゃぶを楽しめるカジュアルなレストラン。,ランチタイムは混雑することがあるので、早めの訪問をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,イタリアンバルポポリ　渋谷店,restaurant,italian,evening,120,$$,medium,"casual,romantic","gourmet,cafe",first|second|deepen,indoor,TRUE,35.6603461,139.6983621,日本、〒150-0042 東京都渋谷区宇田川町２８−１ ６階,,https://www.google.com/maps/place/?q=place_id:ChIJY50-KACNGGARMzNVDuBYPaw,渋谷の隠れ家的イタリアンバルで、ワインと共に本格的なイタリア料理を楽しめます。,予約をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,渋谷居酒屋喰べ物　花子っ子渋谷店,bar,居酒屋,evening|night,120,$$,mid,"casual,fun","gourmet,music",first|second|deepen|all,indoor,TRUE,35.660314,139.698404,日本、〒150-0042 東京都渋谷区宇田川町２８−１ 高山ランド第15ビル4F,https://tabelog.com/tokyo/A1303/A130301/13025619/,https://maps.google.com/?cid=9974927672845173312,渋谷の賑やかな雰囲気の中で楽しめる居酒屋。多彩な料理とお酒を提供。,予約をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,セルベサ・ジャパン　渋谷アクシュ,bar,craft beer,evening|night,120,$$,medium,"relaxed, social","gourmet, music",first|second|deepen|all,indoor,TRUE,35.6588433,139.7045078,日本、〒150-0002 東京都渋谷区渋谷２丁目１７−１ 渋谷AXSH2階,https://www.zato.co.jp/restaurant/cerveza/shibuya/,https://maps.google.com/?cid=1207530511227845722,多種多様なクラフトビールを楽しめるバー。,人気のビールは早めに試してみてください。,unverified,2025/12/17,
shibuya,渋谷,シュマッツ　渋谷神南,restaurant,German,lunch|evening,120,$$,medium,"casual, lively","gourmet, cafe",first|second|all,indoor,TRUE,35.6621489,139.6998771,日本、〒150-0041 東京都渋谷区神南１丁目２０−１５ 神南101ビル B1F,https://www.schmatz.jp/,https://maps.google.com/?cid=286163672954614151,ドイツビールと料理が楽しめるカジュアルなレストラン。,ビールの種類が豊富なので、好みのものを試してみてください。,unverified,2025/12/17,
shibuya,渋谷,なきざかな　渋谷,restaurant,sushi,lunch|evening,60,$$,medium,"casual,romantic",gourmet,first|second|deepen|all,indoor,TRUE,35.6608665,139.7053178,日本、〒150-0002 東京都渋谷区渋谷１丁目６−８ 渋谷井上ビル 1F,,https://www.google.com/maps/place/?q=place_id:ChIJs-_1WgCLGGART7ZQk3goCFg,新鮮な寿司を楽しめる渋谷の人気店。,予約をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,CHEESE KITCHEN RACER 渋谷,restaurant,cheese,lunch|afternoon|evening,90,$$,medium,"casual,cozy","gourmet,cafe",first|second|all,indoor,TRUE,35.6588964,139.7035132,日本、〒150-0002 東京都渋谷区渋谷２丁目２１−１ 7F,https://www.cheese-kitchen-racler.com/,https://maps.google.com/?cid=7814827044573641854,チーズをテーマにしたカジュアルなレストランで、様々なチーズ料理を楽しめます。,予約をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,筋肉食堂 RAYARD MIYASHITA PARK,restaurant,gourmet,lunch|evening,60,$$,medium,"casual,healthy",gourmet,first|second|deepen|all,indoor,TRUE,35.6615834,139.7017114,日本、〒150-0001 東京都渋谷区神宮前６丁目２０−１０ ミヤシタパーク South3階,https://kinnikushokudo.jp/shoplist/miyashitapark/?utm_source=gbp2,https://maps.google.com/?cid=8710315643475833556,健康志向の筋肉料理を提供するレストラン。,事前に予約をするとスムーズです。,unverified,2025/12/17,
shibuya,渋谷,楽楽　渋谷,restaurant,japanese,lunch|evening,120,$$,medium,"casual,cozy",gourmet,first|second|deepen,indoor,TRUE,35.6591367,139.6976189,日本、〒150-0043 東京都渋谷区道玄坂２丁目２８−２ ＭＭビル ３Ｆ,https://www.hotpepper.jp/strJ001211197/,https://maps.google.com/?cid=10073998918889114250,渋谷にある和食レストランで、落ち着いた雰囲気の中で美味しい料理を楽しめます。,予約をするとスムーズに入店できます。,unverified,2025/12/17,
shibuya,渋谷,焼き鳥キング　渋谷,restaurant,yakitori,evening,60,$$,medium,"casual,fun",gourmet,first|second|deepen|all,indoor,TRUE,35.660776,139.6979492,日本、〒150-0042 東京都渋谷区宇田川町３０−４ 新岩崎ビル 3F,https://tabelog.com/tokyo/A1303/A130301/13300574/,https://maps.google.com/?cid=18405928860160064678,渋谷で人気の焼き鳥専門店。多彩な焼き鳥メニューを楽しめる。,予約をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,茶茶　このか,cafe,tea_house,afternoon|evening,60,$,low,"relaxing,cozy",cafe,first|second|deepen|all,indoor,TRUE,35.6615121,139.6982428,日本、〒150-0042 東京都渋谷区宇田川町１２−９ ＪｏｕＬｅ ＳＨＩＢＵＹＡ 4f,https://www.dd-holdings.jp/shops/chacha/utagawa_konoka#/?utm_source=mybusiness&utm_medium=google,https://maps.google.com/?cid=679273613995488487,落ち着いた雰囲気の中で、様々な種類の茶を楽しめるカフェ。,静かな時間を楽しむために、午後の訪問がおすすめです。,unverified,2025/12/17,
shibuya,渋谷,塾生和牛　肉ギャング　渋谷本店,restaurant,steakhouse,lunch|evening,90,$$,medium,"casual, lively",gourmet,first|second|deepen|all,indoor,TRUE,35.660271,139.6971402,"ベニー清建ビル 5F, ２丁目-１５-10 道玄坂 渋谷区 東京都 150-0043 日本",https://nikugang-shibuya.owst.jp/,https://maps.google.com/?cid=15663511411327862599,渋谷にある人気の和牛ステーキハウス。新鮮な肉を使用した料理が楽しめる。,予約をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,卸八　渋谷店,restaurant,sushi,lunch|evening,60,$$,mid,"casual,cozy",gourmet,first|second|all,indoor,TRUE,35.658605,139.698407,"渋谷道玄坂ビル 地下１階, ２丁目-８-7 道玄坂 渋谷区 東京都 150-0043 日本",https://tabelog.com/tokyo/A1303/A130301/13089751/,https://maps.google.com/?cid=7312033798282940311,新鮮な寿司を楽しめる渋谷の人気店。,予約をおすすめします。,unverified,2025/12/17,
shibuya,渋谷,鉄板焼き　お好み焼き　かしわ　渋谷ヒカリエ店,restaurant,鉄板焼き,lunch|evening,90,$$,medium,casual,gourmet,first|second|deepen|all,indoor,TRUE,35.6589778,139.7037,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１ 7F,https://salt-group.jp/shop/kashiwa-shibuya/,https://maps.google.com/?cid=13307106147220490193,渋谷ヒカリエ内にある鉄板焼きとお好み焼きの専門店。,予約をするとスムーズに入店できます。,unverified,2025/12/17,
shibuya,渋谷,京の里久　渋谷店,restaurant,japanese,lunch|evening,90,$$,medium,"relaxing,cozy",gourmet,first|second|deepen,indoor,TRUE,35.6599187,139.6990748,日本、〒150-0042 東京都渋谷区宇田川町２６−３ サンルイビル 5F,https://tabelog.com/tokyo/A1303/A130301/13313181/,https://maps.google.com/?cid=3960912301558571947,京の里久は、渋谷で本格的な和食を楽しめるレストランです。,予約をするとスムーズに入店できます。,unverified,2025-12-17,
shibuya,渋谷,BAR BAR BAR,bar,,evening|night,120,$$,mid,"relaxing,fun",music,first|second|deepen|all,indoor,TRUE,35.6614517,139.6970186,日本、〒150-0042 東京都渋谷区宇田川町３５−４ 渋谷 オーク・ヴィレッジ 地下1階 A1,https://s.tabelog.com/tokyo/A1303/A130301/13309689/?default_yoyaku_condition=1&svd=20250516&svps=2&svt=1900,https://maps.google.com/?cid=3961815504258977438,音楽と共にリラックスできるバー。,ライブ演奏がある日をチェックして訪れると良い。,unverified,2025-12-17,
shibuya,渋谷,ジンギスカンの国際秘羊館,restaurant,gourmet,anytime,120,$$,medium,"casual,fun",gourmet,first|second|deepen|all,indoor,TRUE,35.6569805,139.6973178,日本、〒150-0043 東京都渋谷区道玄坂１丁目１７−４ 道玄坂ビル 1.2F,https://tabelog.com/tokyo/A1303/A130301/13309560/,https://maps.google.com/?cid=9962063134523555122,ジンギスカンを楽しめる専門店で、友人や家族と楽しいひとときを過ごせます。,予約をするとスムーズに入店できます。,unverified,2025-12-17,
shibuya,渋谷,クラフト　ビールタップ　グリル＆キッチン渋谷,restaurant,brewery,evening,120,$$,medium,"casual, lively","gourmet, music",first|second|deepen|all,indoor,TRUE,35.6570141,139.7034715,日本、〒150-0002 東京都渋谷区渋谷３丁目２１−３ ストリーム ３Ｆ,https://www.zato.co.jp/restaurant/craftbeertap/craftbeertap_shibuya/,https://maps.google.com/?cid=12617758954493109472,クラフトビールとグリル料理を楽しめるおしゃれなレストラン。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,明洞ポチャ　渋谷店,restaurant,韓国料理,lunch|evening,60,¥¥,中,"カジュアル,友達と",gourmet,first|second|all,indoor,TRUE,35.6575019,139.7035027,日本、〒150-0002 東京都渋谷区渋谷３丁目１８−５ サトウエステートビル 4F,https://r.gnavi.co.jp/1g4gdm6x0000/,https://maps.google.com/?cid=17424325966187970756,明洞の雰囲気を楽しめる韓国料理店。,人気メニューはチーズタッカルビ。,unverified,2025-12-17,
shibuya,渋谷,あくとり代官　鍋之進　渋谷,restaurant,japanese,lunch|evening,120,$$,medium,"casual,cozy",gourmet,first|second|deepen,indoor,TRUE,35.6580491,139.6995089,日本、〒150-0043 東京都渋谷区道玄坂１丁目５−２ 渋谷SEDE3F,https://www.dd-holdings.jp/shops/nabenoshin/shibuya#/?utm_source=mybusiness&utm_medium=google,https://maps.google.com/?cid=3217910661991131740,渋谷にある和風の居酒屋で、あくとり料理が楽しめる。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,獅天鶏飯,restaurant,gourmet,lunch|evening,60,$$,medium,casual,gourmet,first|second|all,indoor,TRUE,35.656977,139.7039981,日本、〒150-0002 東京都渋谷区渋谷３丁目１８−１０ 大野ビル2 号館 2F,,https://maps.google.com/?cid=489562705112538995,美味しい鶏飯を楽しめるレストラン。,ランチタイムは混雑するので、早めの訪問をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,備中屋左衛門,restaurant,traditional,lunch|evening,60,$$,medium,"relaxing,cozy",gourmet,first|second|deepen|all,indoor,TRUE,35.6610854,139.698968,日本、〒150-0042 東京都渋谷区宇田川町１６−１２,,https://www.google.com/maps/place/?q=place_id:ChIJfZWOj-eNGGARcQCtDY0gzBA,地元の食材を使った伝統的な料理を楽しめるレストラン。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,肉屋の台所　渋谷道玄坂店,restaurant,gourmet,lunch|evening,90,$$,medium,"casual, lively",gourmet,first|second|all,indoor,TRUE,35.659583,139.6976588,日本、〒150-0043 東京都渋谷区道玄坂２丁目２５−１７ カスミビルデング,https://nikuyanodaidokoro-dougenzaka.com/?utm_source=google&utm_medium=gmb&utm_campaign=dougenzaka,https://maps.google.com/?cid=799068617536808917,渋谷の道玄坂に位置する肉料理専門店。新鮮な肉を使った料理が楽しめる。,予約をするとスムーズに入店できます。,unverified,2025-12-17,
shibuya,渋谷,なごやめし・地酒　名古屋バル,restaurant,bar,evening,120,$$,medium,"casual, lively","gourmet, music",first|second|deepen|all,indoor,TRUE,35.656141,139.701341,日本、〒150-0031 東京都渋谷区桜丘町１７−１２ 渋谷ジョンソンビル B,https://tabelog.com/tokyo/A1303/A130301/13203042/,https://maps.google.com/?cid=2565204870367319839,名古屋の地酒と名物料理を楽しめるバル。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,焼肉牛宮城,restaurant,yakiniku,lunch|evening,90,$$,medium,"casual,cozy",gourmet,first|second|deepen|all,indoor,TRUE,35.6615385,139.6981893,日本、〒150-0042 東京都渋谷区宇田川町１２−９ ＪｏｕＬｅ ＳＨＩＢＵＹＡ 5F,,https://www.google.com/maps/place/?q=place_id:ChIJ3RGDDdqNGGARp2sKkcLM7DA,焼肉を楽しめるお店で、友人や家族と気軽に訪れることができます。,予約をするとスムーズに入店できます。,unverified,2025-12-17,
shibuya,渋谷,petalo 渋谷ストリーム,cafe,coffee shop,anytime,60,$$,medium,"relaxing,cozy","cafe,photography",all,indoor,TRUE,35.6569808,139.7036723,日本、〒150-0002 東京都渋谷区渋谷３丁目２１−３ ストリーム 2F,,https://www.google.com/maps/place/?q=place_id:ChIJSULqwCCLGGARLEDPaEeDIAg,渋谷ストリームに位置するおしゃれなカフェで、落ち着いた雰囲気の中でコーヒーを楽しめます。,窓際の席からの景色が美しいので、早めに行くことをおすすめします。,unverified,2025-12-17,
shibuya,渋谷,串亭　渋谷ストリーム,restaurant,izakaya,evening,120,$$,mid,"casual, lively",gourmet,first|second|deepen|all,indoor,TRUE,35.6571295,139.7031496,日本、〒150-0002 東京都渋谷区渋谷３丁目２１−３ 渋谷ストリーム 3階,,https://maps.google.com/?cid=3944836111043069836,渋谷ストリーム内にある居酒屋で、串焼きが楽しめる。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,ほとばしり酒場コウノトリ,bar,居酒屋,evening|night,120,¥3000-¥5000,mid,"relaxing,casual","gourmet,music",first|second|deepen|all,indoor,TRUE,35.6599045,139.6991134,日本、〒150-0042 東京都渋谷区宇田川町２６−３ サンルイビル B1,,https://www.google.com/maps/place/?q=place_id:ChIJ3xo-CjSNGGARE4kKTvgmYFA,渋谷の隠れ家的居酒屋で、豊富な日本酒とおつまみを楽しめる。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,炭火焼鳥　とり幸,restaurant,yakitori,evening,90,$$,mid,"casual,cozy",gourmet,first|second|deepen|all,indoor,TRUE,35.6589009,139.6972998,日本、〒150-0043 東京都渋谷区道玄坂２丁目２８−５ 3F,https://tabelog.com/tokyo/A1303/A130301/13296521/,https://maps.google.com/?cid=582628915951552809,渋谷の隠れ家的な炭火焼鳥店で、こだわりの焼鳥を楽しめます。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,小割烹おはし　渋谷,restaurant,japanese,lunch|evening,90,$$,medium,"relaxing,cozy",gourmet,first|second|all,indoor,TRUE,35.6602943,139.7032234,日本、〒150-0002 東京都渋谷区渋谷１丁目１２−１ カレイド宮益坂 1F,https://www.dd-holdings.jp/shops/ohashi/shibuya#/?utm_source=mybusiness&utm_medium=google,https://maps.google.com/?cid=1011064363023864534,渋谷の隠れ家的な小割烹で、旬の食材を使った本格的な和食を楽しめます。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,うなぎ吉川　渋谷店,restaurant,unagi,lunch|evening,60,$$,medium,"relaxing,cozy",gourmet,first|second|deepen|all,indoor,TRUE,,,,,,渋谷にあるうなぎ専門店で、落ち着いた雰囲気の中で本格的なうなぎ料理を楽しめます。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,青龍門　渋谷センター店,restaurant,Japanese,lunch|evening,60,$$,medium,"casual, lively",gourmet,first|second|all,indoor,TRUE,35.6604123,139.6984067,日本、〒150-0042 東京都渋谷区宇田川町２８−１５ サンマルジェビル 4F,https://seiryumon-shibuya.com/?utm_source=google&utm_medium=map&utm_campaign=top,https://maps.google.com/?cid=1475850329691057950,渋谷の中心に位置する青龍門は、手頃な価格で本格的な中華料理を楽しめるレストランです。,ランチタイムは混雑するので、早めの訪問をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,ボンサイ,cafe,tea_house,anytime,60,$,low,"relaxing,cozy","cafe,photography",all,indoor,TRUE,,,,,,落ち着いた雰囲気のカフェで、様々な種類のお茶を楽しめます。,静かな時間を楽しむために、平日の午前中がオススメです。,unverified,2025-12-17,
shibuya,渋谷,炭火焼き鳥　鳥ごころ　渋谷本店,restaurant,yakitori,evening,90,$$,medium,"casual,cozy",gourmet,first|second|deepen|all,indoor,TRUE,35.6591413,139.6976272,"5F, ２丁目-２８-2 道玄坂 渋谷区 東京都 150-0043 日本",https://www.hotpepper.jp/strJ001169852/,https://maps.google.com/?cid=18053114773742968720,渋谷の中心で楽しむ本格炭火焼き鳥。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,酒場　らいぜん　渋谷,bar,,evening|night,120,¥¥,mid,"relaxing,casual","gourmet,music",first|second|deepen|all,indoor,TRUE,35.6609912,139.6967015,日本、〒150-0042 東京都渋谷区宇田川町３３−１０ J サイド 2F,https://tabelog.com/tokyo/A1303/A130301/13310453/,https://maps.google.com/?cid=10707885490621816975,渋谷の中心に位置する酒場で、豊富なドリンクメニューとアットホームな雰囲気が魅力。,混雑する時間帯を避けると、よりリラックスした時間を過ごせます。,unverified,2025-12-17,
